name,selling_price,km_driven,fuel,seller_type,transmission,owner,company,year_old_2023
EON Era,200000,46000,Petrol,Individual,Manual,First Owner,Hyundai,11
XUV500 W6,550000,80000,Diesel,Individual,Manual,First Owner,Mahindra,11
KWID 1.0,325000,35000,Petrol,Individual,Manual,First Owner,Renault,5
Rapid 1.5,860000,82080,Diesel,Individual,Automatic,First Owner,Skoda,6
XUV500 W8,600000,200000,Diesel,Individual,Manual,First Owner,Mahindra,11
Spark 1.0,125000,70000,Petrol,Individual,Manual,First Owner,Chevrolet,14
800 AC,60000,40000,Petrol,Individual,Manual,Third Owner,Maruti,23
Tavera Neo,300000,120000,Diesel,Individual,Manual,Third Owner,Chevrolet,13
Fiesta 1.6,190000,60000,Petrol,Individual,Manual,Third Owner,Ford,16
Ertiga VDI,400000,110000,Diesel,Individual,Manual,First Owner,Maruti,10
Manza Aura,260000,97000,Diesel,Individual,Manual,Second Owner,Tata,12
Swift VVT,400000,30000,Petrol,Individual,Manual,First Owner,Maruti,6
i20 Sportz,250000,40000,Petrol,Individual,Manual,First Owner,Hyundai,13
Grand i10,600000,10000,Petrol,Individual,Manual,First Owner,Hyundai,4
Zen Estilo,175000,52047,Petrol,Individual,Manual,First Owner,Maruti,13
Innova 2.5,450000,200000,Diesel,Individual,Manual,Third Owner,Toyota,12
Tiago 1.2,350000,15000,Petrol,Individual,Automatic,Second Owner,Tata,4
Vitara Brezza,800000,50000,Diesel,Individual,Manual,First Owner,Maruti,5
Swift VXI,250000,70000,Petrol,Individual,Manual,Second Owner,Maruti,12
Swift VXI,600000,10000,Petrol,Individual,Manual,First Owner,Maruti,4
Swift VDI,600000,90000,Diesel,Individual,Manual,First Owner,Maruti,6
Alto 800,130000,40000,Petrol,Individual,Manual,First Owner,Maruti,7
Wagon R,90000,62009,Petrol,Individual,Manual,Second Owner,Maruti,17
i20 Active,595000,33100,Petrol,Individual,Manual,Second Owner,Hyundai,6
EON Era,190000,40000,Petrol,Individual,Manual,Second Owner,Hyundai,9
Santro GLS,50000,120000,Petrol,Individual,Manual,Second Owner,Hyundai,24
Wagon R,95000,80000,Petrol,Individual,Manual,First Owner,Maruti,16
Safari Storme,1000000,70000,Diesel,Individual,Manual,First Owner,Tata,7
Scorpio REV,220000,220000,Petrol,Individual,Manual,Second Owner,Mahindra,17
Bolero SLX,400000,50000,Diesel,Individual,Manual,First Owner,Mahindra,13
GO Plus,315000,45000,Petrol,Individual,Manual,Second Owner,Datsun,8
Fortuner 4x4,1000000,110000,Diesel,Individual,Manual,First Owner,Toyota,9
Ecosport 1.5,500000,49000,Diesel,Individual,Manual,First Owner,Ford,9
XUV500 W11,1600000,35000,Diesel,Individual,Automatic,First Owner,Mahindra,5
Supro VX,500000,160000,Diesel,Individual,Manual,First Owner,Mahindra,6
Alto LX,70000,180000,Petrol,Individual,Manual,Third Owner,Maruti,16
800 AC,105000,60000,Petrol,Individual,Manual,Second Owner,Maruti,16
Endeavour 2.5L,400000,110000,Diesel,Individual,Manual,Third Owner,Ford,15
Wagon R,80000,60000,Petrol,Individual,Manual,Third Owner,Maruti,19
Alto 800,300000,30000,Petrol,Individual,Manual,First Owner,Maruti,7
KUV 100,409999,40000,Diesel,Individual,Manual,First Owner,Mahindra,6
Swift Glam,250000,70000,Petrol,Individual,Manual,First Owner,Maruti,14
New Safari,250000,120000,Diesel,Individual,Manual,Second Owner,Tata,13
Swift Dzire,215000,80000,Diesel,Individual,Manual,Third Owner,Maruti,11
Fortuner 4x4,1400000,120000,Diesel,Individual,Manual,First Owner,Toyota,8
Brio 1.2,475000,20000,Petrol,Individual,Manual,First Owner,Honda,5
Brio 1.2,475000,22000,Petrol,Individual,Manual,First Owner,Honda,5
Spark 1.0,75000,35000,Petrol,Individual,Manual,Second Owner,Chevrolet,15
Sail Hatchback,200000,120000,Diesel,Individual,Manual,Second Owner,Chevrolet,10
Tiago NRG,575000,8000,Petrol,Individual,Manual,First Owner,Tata,4
Ritz VDi,150000,40000,Diesel,Individual,Manual,Second Owner,Maruti,12
Vitara Brezza,850000,10000,Diesel,Individual,Manual,First Owner,Maruti,5
Santro Era,350000,30000,Petrol,Individual,Manual,First Owner,Hyundai,4
Endeavour 2.5L,550000,54000,Diesel,Individual,Manual,Second Owner,Ford,12
Verna 1.4,330000,80577,Petrol,Individual,Manual,First Owner,Hyundai,6
City i-DTEC,1044999,25000,Diesel,Individual,Manual,First Owner,Honda,6
Verna 1.6,300000,127500,Diesel,Individual,Manual,Second Owner,Hyundai,12
EON D,235000,40903,Petrol,Dealer,Manual,First Owner,Hyundai,8
Figo Petrol,120000,60000,Petrol,Individual,Manual,Third Owner,Ford,12
Wagon R,130000,46000,Petrol,Individual,Manual,First Owner,Maruti,19
Endeavour 4x4,275000,22288,Diesel,Dealer,Manual,Second Owner,Ford,19
Jetta 2.0,270000,180000,Diesel,Individual,Manual,Second Owner,Volkswagen,12
Polo 1.5,500000,30000,Diesel,Individual,Manual,Second Owner,Volkswagen,8
Grand i10,400000,61690,Petrol,Dealer,Manual,First Owner,Hyundai,8
i20 Asta,600000,64484,Petrol,Dealer,Manual,First Owner,Hyundai,8
Q5 2.0,1350000,90000,Diesel,Individual,Automatic,Second Owner,Audi,11
Duster 85PS,400000,75976,Diesel,Dealer,Manual,Second Owner,Renault,10
Figo Diesel,220000,70000,Diesel,Individual,Manual,Second Owner,Ford,12
Brio E,300000,85962,Petrol,Dealer,Manual,Second Owner,Honda,11
Omni E,250000,120000,Petrol,Individual,Manual,First Owner,Maruti,5
Mobilio V,600000,120000,Diesel,Individual,Manual,First Owner,Honda,8
Brio S,285000,75000,Petrol,Individual,Automatic,Second Owner,Honda,11
Accord 2.4,350000,57035,Petrol,Dealer,Manual,First Owner,Honda,14
Bolero SLX,170000,70000,Diesel,Individual,Manual,Third Owner,Mahindra,12
Figo 1.2P,229999,45000,Petrol,Individual,Manual,First Owner,Ford,8
XUV500 W6,500000,72104,Diesel,Dealer,Manual,Second Owner,Mahindra,10
Nano Lx,75000,15000,Petrol,Individual,Manual,First Owner,Tata,12
i20 Active,600000,30000,Petrol,Individual,Manual,First Owner,Hyundai,7
Indigo LS,220000,80000,Diesel,Individual,Manual,First Owner,Tata,12
Indica Vista,150000,164000,Diesel,Individual,Manual,Second Owner,Tata,14
Alto LX,65000,124439,Petrol,Individual,Manual,Second Owner,Maruti,17
Zen VXI,120000,77000,Petrol,Individual,Manual,Second Owner,Maruti,17
Swift Dzire,240000,90000,Diesel,Individual,Manual,First Owner,Maruti,9
KWID 1.0,390000,30000,Petrol,Individual,Manual,First Owner,Renault,6
Beat LS,180000,50000,Petrol,Individual,Manual,First Owner,Chevrolet,11
Swift VDI,320000,80000,Diesel,Individual,Manual,Second Owner,Maruti,11
Alto 800,310000,5000,Petrol,Individual,Manual,First Owner,Maruti,5
Wagon R,420000,24000,Petrol,Individual,Automatic,First Owner,Maruti,5
Tiago NRG,550000,10000,Petrol,Individual,Manual,First Owner,Tata,4
Ertiga SHVS,550000,78000,Diesel,Individual,Manual,Third Owner,Maruti,7
TUV 300,760000,50000,Diesel,Individual,Manual,First Owner,Mahindra,5
800 AC,43000,100000,Petrol,Individual,Manual,Second Owner,Maruti,22
Omni MPI,250000,20000,Petrol,Individual,Manual,First Owner,Maruti,5
Santro Magna,500000,1250,Petrol,Individual,Manual,First Owner,Hyundai,4
Zest Revotron,380000,17152,Petrol,Individual,Manual,First Owner,Tata,8
XUV500 W11,1850000,5000,Diesel,Individual,Automatic,First Owner,Mahindra,4
Polo Diesel,350000,77000,Diesel,Individual,Manual,First Owner,Volkswagen,11
Verna CRDi,195000,90000,Diesel,Individual,Manual,Second Owner,Hyundai,15
Beat LS,225000,80000,Petrol,Individual,Manual,Second Owner,Chevrolet,12
Innova 2.5,1125000,65000,Diesel,Individual,Manual,First Owner,Toyota,8
Indica Vista,133000,80000,Diesel,Individual,Manual,First Owner,Tata,12
EON Era,200000,24005,Petrol,Individual,Manual,First Owner,Hyundai,10
Vitara Brezza,940000,20000,Diesel,Individual,Manual,First Owner,Maruti,5
Duster 85PS,400000,120000,Diesel,Individual,Manual,First Owner,Renault,9
i10 Era,120000,120000,Petrol,Individual,Manual,Second Owner,Hyundai,14
Swift Dzire,625000,80000,Diesel,Individual,Manual,First Owner,Maruti,8
Swift 1.3,110000,80000,Petrol,Individual,Manual,First Owner,Maruti,18
Duster 110PS,490000,100000,Diesel,Individual,Manual,First Owner,Renault,11
Alto LX,140000,120000,Petrol,Individual,Manual,Second Owner,Maruti,14
Figo Diesel,175000,149000,Diesel,Individual,Manual,Second Owner,Ford,12
Wagon R,90000,65000,Petrol,Individual,Manual,Second Owner,Maruti,18
Swift Ldi,275000,100000,Diesel,Individual,Manual,Second Owner,Maruti,14
Vento Diesel,300000,65000,Diesel,Individual,Manual,Second Owner,Volkswagen,12
GO Plus,270000,19000,Petrol,Individual,Manual,Second Owner,Datsun,5
Beat LT,130000,80000,Petrol,Individual,Manual,Second Owner,Chevrolet,13
Alto K10,275000,30000,Petrol,Individual,Manual,First Owner,Maruti,8
Swift VDI,352000,109000,Diesel,Individual,Manual,First Owner,Maruti,11
EON LPG,180000,90000,LPG,Individual,Manual,First Owner,Hyundai,11
Alto LX,150000,90000,Petrol,Individual,Manual,First Owner,Maruti,11
Swift Vdi,300000,110000,Diesel,Individual,Manual,Second Owner,Maruti,13
Bolero DI,225000,120000,Diesel,Individual,Manual,First Owner,Mahindra,16
Mobilio V,600000,44000,Diesel,Individual,Manual,First Owner,Honda,9
Ertiga BSIV,500000,80000,Petrol,Individual,Manual,First Owner,Maruti,8
BR-V i-VTEC,900000,5000,Petrol,Individual,Manual,First Owner,Honda,5
i20 Magna,600000,61000,Petrol,Individual,Manual,First Owner,Hyundai,7
Etios VD,450000,100000,Diesel,Individual,Manual,Second Owner,Toyota,12
i10 Era,270000,27633,Petrol,Individual,Manual,First Owner,Hyundai,14
Swift Vdi,310000,100000,Diesel,Individual,Manual,Third Owner,Maruti,13
Santro Xing,250000,100000,LPG,Individual,Manual,First Owner,Hyundai,11
Figo 1.2P,700000,12586,Petrol,Dealer,Manual,First Owner,Ford,4
Avventura Urban,650000,38083,Diesel,Dealer,Manual,First Owner,Fiat,5
Figo Diesel,400000,55328,Diesel,Dealer,Manual,First Owner,Ford,11
Figo Diesel,425000,81632,Diesel,Dealer,Manual,First Owner,Ford,11
Aspire Titanium,600000,155201,Diesel,Dealer,Manual,First Owner,Ford,7
EcoSport 1.5,600000,93283,Diesel,Dealer,Manual,First Owner,Ford,10
Swift Ldi,300000,217871,Diesel,Dealer,Manual,First Owner,Maruti,14
Fiesta Classic,450000,90165,Diesel,Dealer,Manual,First Owner,Ford,11
Ecosport 1.5,750000,101504,Diesel,Dealer,Manual,First Owner,Ford,9
Figo Titanium,325000,86017,Diesel,Dealer,Manual,Second Owner,Ford,13
XUV500 W8,900000,85036,Diesel,Dealer,Manual,Second Owner,Mahindra,10
Ikon 1.3L,180000,91086,Petrol,Dealer,Manual,Second Owner,Ford,17
Punto 1.3,350000,160254,Diesel,Dealer,Manual,Second Owner,Fiat,10
EcoSport 1.5,600000,125531,Diesel,Dealer,Manual,Second Owner,Ford,10
WR-V i-DTEC,900000,60000,Diesel,Individual,Manual,First Owner,Honda,4
Laura L,350000,100000,Diesel,Individual,Manual,First Owner,Skoda,17
Ritz LDi,280000,90000,Diesel,Individual,Manual,Third Owner,Maruti,10
Xylo D2,225000,120000,Diesel,Individual,Manual,Second Owner,Mahindra,14
City i,520000,82000,Diesel,Individual,Manual,First Owner,Honda,9
Scorpio 1.99,509999,60000,Diesel,Individual,Manual,First Owner,Mahindra,7
Baleno Alpha,556000,24000,Petrol,Individual,Manual,First Owner,Maruti,4
Indigo Grand,225000,120000,Diesel,Individual,Manual,First Owner,Tata,9
Amaze EX,325000,65000,Diesel,Dealer,Manual,First Owner,Honda,10
Swift VDI,365000,65000,Diesel,Dealer,Manual,First Owner,Maruti,10
Creta 1.6,850000,84000,Diesel,Dealer,Manual,First Owner,Hyundai,8
Etios GD,350000,75000,Diesel,Dealer,Manual,First Owner,Toyota,10
Swift VDI,225000,50000,Diesel,Dealer,Manual,First Owner,Maruti,16
Alto LX,135000,50000,Petrol,Individual,Manual,First Owner,Maruti,12
Wagon R,140000,49000,Petrol,Dealer,Manual,First Owner,Maruti,16
KWID RXT,275000,14365,Petrol,Dealer,Manual,First Owner,Renault,8
Fortuner 2.8,2750000,41000,Diesel,Individual,Automatic,First Owner,Toyota,6
Verna 1.6,484999,65000,Diesel,Dealer,Manual,First Owner,Hyundai,10
Ciaz VDi,565000,65000,Diesel,Dealer,Manual,First Owner,Maruti,8
Swift Dzire,425000,61083,Diesel,Dealer,Manual,First Owner,Maruti,10
Innova 2.5,925000,75000,Diesel,Individual,Manual,First Owner,Toyota,10
Scorpio VLX,565000,72000,Diesel,Dealer,Manual,First Owner,Mahindra,11
Duster 110PS,525000,65000,Diesel,Dealer,Manual,First Owner,Renault,9
Tucson 2.0,1650000,55000,Diesel,Dealer,Manual,First Owner,Hyundai,6
EON Era,295000,21000,Petrol,Dealer,Manual,Second Owner,Hyundai,8
XF 5.0,2050000,66363,Petrol,Dealer,Automatic,Second Owner,Jaguar,11
Creta 1.6,1475000,11700,Petrol,Dealer,Automatic,First Owner,Hyundai,5
Verna VTVT,1100000,10000,Petrol,Individual,Automatic,First Owner,Hyundai,6
GL-Class 350,4400000,100000,Diesel,Individual,Automatic,Second Owner,Mercedes-Benz,9
Swift ZXI,670000,7104,Petrol,Trustmark Dealer,Manual,First Owner,Maruti,7
S-Cross Zeta,750000,45974,Diesel,Trustmark Dealer,Manual,First Owner,Maruti,8
Verna 1.6,760000,55340,Petrol,Trustmark Dealer,Manual,First Owner,Hyundai,8
Polo GTI,850000,20000,Petrol,Dealer,Automatic,Second Owner,Volkswagen,6
Pulse RxL,390000,61585,Diesel,Trustmark Dealer,Manual,First Owner,Renault,8
Celerio VXI,450000,39415,Petrol,Trustmark Dealer,Automatic,Second Owner,Maruti,7
Brio V,425000,29654,Petrol,Trustmark Dealer,Manual,First Owner,Honda,9
Baleno Alpha,770000,64672,Diesel,Trustmark Dealer,Manual,First Owner,Maruti,7
Creta 1.6,1150000,54634,Diesel,Trustmark Dealer,Automatic,Second Owner,Hyundai,8
City i,775000,66521,Petrol,Trustmark Dealer,Manual,First Owner,Honda,8
Innova Crysta,1725000,23974,Diesel,Dealer,Automatic,Second Owner,Toyota,5
3 Series,2150000,43000,Diesel,Dealer,Automatic,First Owner,BMW,7
Duster 85PS,450000,1000,Diesel,Dealer,Manual,Second Owner,Renault,10
C-Class Progressive,3800000,10000,Diesel,Dealer,Automatic,First Owner,Mercedes-Benz,5
A4 3.0,1580000,86000,Diesel,Dealer,Automatic,First Owner,Audi,10
X5 xDrive,4950000,30000,Diesel,Dealer,Automatic,First Owner,BMW,4
Creta 1.6,535000,52600,Diesel,Individual,Manual,First Owner,Hyundai,7
SX4 Vxi,225000,110000,Petrol,Individual,Manual,Second Owner,Maruti,11
Grand i10,550000,19890,Petrol,Dealer,Automatic,First Owner,Hyundai,6
Ertiga VXI,625000,11918,Petrol,Trustmark Dealer,Manual,First Owner,Maruti,8
Grand i10,520000,10510,Petrol,Dealer,Automatic,First Owner,Hyundai,6
Beat LT,239000,41000,Petrol,Dealer,Manual,First Owner,Chevrolet,7
Fortuner 4x2,2600000,47162,Diesel,Trustmark Dealer,Automatic,First Owner,Toyota,6
i10 Magna,229999,49824,Petrol,Dealer,Manual,First Owner,Hyundai,11
A6 2.0,1300000,58500,Diesel,Dealer,Automatic,First Owner,Audi,10
Santro GS,80000,56580,Petrol,Dealer,Manual,First Owner,Hyundai,18
Laura Ambiente,385000,52000,Diesel,Dealer,Manual,First Owner,Skoda,11
Swift Dzire,600000,46507,Diesel,Trustmark Dealer,Manual,First Owner,Maruti,6
i20 Sportz,350000,50000,Petrol,Individual,Manual,Second Owner,Hyundai,10
Alto 800,114999,30000,Petrol,Individual,Manual,First Owner,Maruti,9
i20 Sportz,380000,50000,Petrol,Individual,Manual,Second Owner,Hyundai,10
Gypsy E,95000,100000,Petrol,Individual,Manual,Second Owner,Maruti,28
Scorpio 1.99,900000,35000,Diesel,Individual,Manual,First Owner,Mahindra,7
Beat LT,200999,90000,Petrol,Individual,Manual,Second Owner,Chevrolet,11
Omni E,229999,11451,Petrol,Individual,Manual,First Owner,Maruti,9
Nexon 1.5,800000,60000,Diesel,Individual,Manual,First Owner,Tata,4
Verito 1.5,150000,172000,Diesel,Individual,Manual,Second Owner,Mahindra,11
Swift VDI,600000,60000,Diesel,Individual,Manual,First Owner,Maruti,5
Tavera LS,150000,150000,Diesel,Individual,Manual,First Owner,Chevrolet,18
Optra Magnum,150000,66000,Diesel,Individual,Manual,First Owner,Chevrolet,14
Eeco 5,380000,5000,Petrol,Individual,Manual,First Owner,Maruti,4
Swift 1.3,80000,66508,Petrol,Individual,Manual,Second Owner,Maruti,17
Civic 1.8,225000,55000,Petrol,Individual,Manual,Second Owner,Honda,16
Nano Lx,75000,29900,Petrol,Individual,Manual,First Owner,Tata,11
Hexa XT,1600000,3000,Diesel,Individual,Manual,First Owner,Tata,6
Indica Vista,185000,85000,Diesel,Individual,Manual,First Owner,Tata,11
Scorpio 2.6,425000,50000,Diesel,Individual,Manual,First Owner,Mahindra,12
Indica Vista,100000,120000,Diesel,Individual,Manual,Second Owner,Tata,13
Zen Estilo,140000,90000,Petrol,Individual,Manual,Third Owner,Maruti,15
Swift Dzire,710000,8000,Petrol,Individual,Automatic,First Owner,Maruti,6
Amaze S,450000,7900,Petrol,Individual,Automatic,First Owner,Honda,8
RediGO T,210000,50000,Petrol,Individual,Manual,First Owner,Datsun,6
Alto K10,270000,25000,Petrol,Individual,Manual,First Owner,Maruti,7
Alto LXi,110000,20000,Petrol,Individual,Manual,First Owner,Maruti,14
Swift VXI,540000,17500,Petrol,Individual,Manual,First Owner,Maruti,5
Renault Logan,145000,25000,Petrol,Individual,Manual,First Owner,Mahindra,15
Safari Storme,360000,206500,Diesel,Individual,Manual,First Owner,Tata,10
i10 Magna,250000,88600,LPG,Individual,Manual,First Owner,Hyundai,10
Venture EX,110000,80000,Diesel,Individual,Manual,First Owner,Tata,11
Captiva LT,250000,100000,Diesel,Individual,Manual,Fourth & Above Owner,Chevrolet,15
Fiesta Classic,150000,186000,Diesel,Individual,Manual,Second Owner,Ford,12
Aveo U-VA,140000,60000,Petrol,Individual,Manual,First Owner,Chevrolet,13
Ciaz Zeta,925000,11000,Petrol,Individual,Manual,First Owner,Maruti,4
Hexa XM,969999,30000,Diesel,Individual,Manual,First Owner,Tata,6
Santro Xing,90000,80000,CNG,Individual,Manual,Third Owner,Hyundai,16
Santro GLS,55000,60000,Petrol,Individual,Manual,Third Owner,Hyundai,22
Verna CRDi,155000,100000,Diesel,Individual,Manual,Fourth & Above Owner,Hyundai,16
Thar CRDe,900000,15000,Diesel,Individual,Manual,First Owner,Mahindra,4
Alto K10,135000,90000,Petrol,Individual,Manual,First Owner,Maruti,12
800 AC,180000,120000,Petrol,Individual,Manual,First Owner,Maruti,11
Verna 1.6,495000,100000,Diesel,Individual,Manual,Second Owner,Hyundai,10
Innova 2.5,400000,138000,Diesel,Individual,Manual,Third Owner,Toyota,14
Verna CRDi,250000,110000,Diesel,Individual,Manual,Second Owner,Hyundai,15
Alto K10,138000,120000,Petrol,Individual,Manual,Fourth & Above Owner,Maruti,8
City 1.5,311000,70000,Petrol,Individual,Automatic,Second Owner,Honda,12
Alto 800,190000,70000,Petrol,Individual,Manual,First Owner,Maruti,8
Bolero SLX,311000,140000,Diesel,Individual,Manual,First Owner,Mahindra,12
Ritz LXI,300000,15000,Petrol,Individual,Manual,First Owner,Maruti,14
Jazz VX,600000,20000,Petrol,Individual,Manual,First Owner,Honda,5
Scorpio SLE,550000,100000,Diesel,Individual,Manual,First Owner,Mahindra,14
Rapid 1.6,600000,70000,Petrol,Individual,Automatic,First Owner,Skoda,8
Alto 800,195000,5000,Petrol,Individual,Manual,First Owner,Maruti,5
Nano LX,58000,27974,Petrol,Individual,Manual,First Owner,Tata,10
Alto 800,183000,40000,Petrol,Individual,Manual,First Owner,Maruti,5
Zen Estilo,95000,80000,Petrol,Individual,Manual,First Owner,Maruti,16
Wagon R,250000,38000,Petrol,Individual,Manual,First Owner,Maruti,10
Zest Revotron,400000,35000,Petrol,Individual,Manual,First Owner,Tata,9
Verna 1.6,409999,60000,Diesel,Individual,Manual,Second Owner,Hyundai,11
Octavia Classic,120000,120000,Diesel,Individual,Manual,Second Owner,Skoda,19
Swift AMT,600000,18000,Petrol,Individual,Automatic,First Owner,Maruti,5
Amaze SX,600000,10000,Petrol,Individual,Manual,First Owner,Honda,7
XUV500 W6,825000,90000,Diesel,Individual,Manual,Third Owner,Mahindra,8
Etios GD,625000,80000,Diesel,Individual,Manual,Second Owner,Toyota,7
Grand i10,700000,1400,Diesel,Individual,Manual,First Owner,Hyundai,3
Beat LS,160000,60000,Petrol,Individual,Manual,First Owner,Chevrolet,12
Alto LX,114999,60000,Petrol,Individual,Manual,Third Owner,Maruti,12
Wagon R,150000,53000,Petrol,Individual,Manual,First Owner,Maruti,14
Jetta 1.9,250000,100000,Diesel,Dealer,Manual,First Owner,Volkswagen,13
Verna 1.6,390000,86000,Diesel,Dealer,Manual,Second Owner,Hyundai,11
Duster 85PS,650000,100000,Diesel,Individual,Manual,First Owner,Renault,8
Xcent 1.1,600000,30000,Diesel,Individual,Manual,First Owner,Hyundai,7
i20 1.2,250000,120000,Petrol,Individual,Manual,First Owner,Hyundai,12
Santro Xing,229999,60000,LPG,Individual,Manual,Second Owner,Hyundai,12
Ritz LDi,299000,50000,Diesel,Individual,Manual,Second Owner,Maruti,7
Cruze LTZ,330000,124000,Diesel,Individual,Manual,Second Owner,Chevrolet,13
Accent Executive,180000,100000,Petrol,Individual,Manual,Third Owner,Hyundai,11
Grand i10,475000,42000,Petrol,Individual,Manual,First Owner,Hyundai,6
